Asset Planner ID,,,Screener and Approver,,,,,,,,,Asset Planner Data,,,,,,,,,,,,,,,Data Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seismic Data,,,,,,,,,Outputs from FEMA and SQST Sheets,,2013 Seismic Screening Data,,,,,,,
ID,Facility/Asset,Address,Review Phase,Approver,Screener,Drawings,Desktop Review Date,Site Visit,Site Review Date,Ready for Approval?,Approved?,Building Name,Development Category Indicator,Custom: CoV Ownership Status,SAP Building Number,Date Built,Year Built,NBC Code Year (Original Building),Current Replacement Value (June 2026),Gross Size (sq.ft.) - from Asset Planner - June 2026,CRV/sq.ft.,Floors Above Grade,Floors Below Grade,Building: General Summary,Building: Architectural Summary,Building: Heritage,Year(s) of Major Renovation(s),Description of Major Renovation,Building: Main Superstructure Material,Vertical Load Bearing System,Roof System,Floor System,Seismic Force Resisting System in the North-South Direction,Seismic Force Resisting System in the East-West Direction,Number of LDRS Bays in North-South Direction,Number of LDRS Bays in East-West Direction,Seismic Upgrade Year,Description of Seismic Upgrade,Seismic Upgrading Case,Building Height (Total Height Above Ground (m) to Roof Slab),"""Original"" Building Importance Factor Ie",Building Importance Factor Ie - Based on VBBL 2025 - Upgraded,Occupancy Type,Service Group,Replacement Cost (June 2026 $$),At-risk Population: Y/N?,Site Class,Basement,Basement Floor Plan Area (sq.m.),Ground Floor Plan Area (sq.m.),Roof Plan Area (sq.m.),Geological Hazards,Significant Alterations or Deviations,Material Conditions,Sesimic Isolation / Energy Dissipation Systems,Separation / Distance from Adjacent Structures (mm),Pounding Type Input,Pounding Type,Vertical Irregularity Input,Vertical Irregularity Description,Plan Irregularity Input,Plan Irregularity Description,Building Irregularity,Falling Hazards (Y/N),Exterior Non-structural Components - Restrained (Y/N),Interior Non-structural Components - Restrained (Y/N),URM (Y/N),FEMA P154 Special Cases,Remaining Occupancy Time,Category Functionality Class,Gross Area (including basement) (sq.m.),Seismic Weight (kN),Snow Load and Roof Weight (kN),Floor Weight - Above Grade (kN),LDRS Weight North-South Direction (kN),LDRS Weight East-West Direction (kN),Content Weight Based on Occupancy Type (kN),FEMA P154 RVS Level 2 Screening S-Score,SEG Level 2 - SQST S-Score,Building: Collapse Likelihood,Building: Post Disaster Importance,Building: Occupancy,Building: Seismic Screening Data,Building: Seismic S Score,Building: Seismic Risk,Longitude,Latitude
510,RESI_1185_2068 W 5th Av,2068 W 5th Av,Phase 1,,,,,,,,,,3 - Limited Investment,City Owned,1185,1911-01,1911,Pre-code,"$476,770","1,668",286,2,1,The building was constructed circa 1911. The building was provided mainly with systems and components originating from the initial building construction.,"The two-storey building structure is constructed of poured concrete foundation walls on either spread or strip footings bearing on good native firm soil.

The two-storey the building structural framing system is likely a wood framed structure, where wood framed stud walls support the suspended wood floors and wood roof trusses/rafters.

The exterior walls consist of wood siding, The exterior windows are wood framed with single glass units. The exterior doors are wood doors. 

The interior partitions are painted gypsum wallboard. 

The interior floor finishes include sealed concrete floor, hardwood floor and vinyl sheet floor finishes. The interior ceiling finish is painted  gypsum board and adhered acoustic tiles. The interior doors are generally single wood doors set in matching wood frames.",C,2005,,Wood frame / asphalt shingle roof plus basement,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.152009,49.26705811
512,RESI_1183_2086 W 5th Av,2086 W 5th Av,Phase 1,,,,,,,,,,3 - Limited Investment,City Owned,1183,1912-01,1912,Pre-code,"$597,105","2,089",286,2,1,The building was constructed circa 1912. The building was provided mainly with systems and components originating from the initial building construction.,"The two-storey building structure is constructed of  poured concrete foundation walls on either spread or strip footings bearing on good native firm soil.
The two-storey the building structural framing system is likely a wood framed structure, where wood framed stud walls support the suspended wood floors and wood roof trusses/rafters suspended sloped roof structure.

The exterior walls consist of wood siding, The exterior windows are wood framed with single glass units. The exterior doors are wood doors. The interior partitions are painted gypsum wallboard. 

The interior floor finishes include sealed concrete floor, carpet floor and vinyl sheet floor finishes. The interior ceiling finish is painted structure and gypsum board and acoustic tile ceiling. The interior doors are generally single wood doors set in matching wood frames.",C,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1523204,49.2670576
514,RESI_1198_2059 W 6th Av,2059 W 6th Av,Phase 1,,,,,,,,,,3 - Limited Investment,City Owned,1198,1905-01,1905,Pre-code,"$598,535","2,094",286,2,1,The building was constructed circa 1911. The building was provided mainly with systems and components originating from the initial building construction.,"The two-storey building structure is constructed of poured concrete foundation walls on either spread or strip footings bearing on good native firm soil.

The two-storey building structural framing system is likely a wood framed structure, where wood framed stud walls support the suspended wood floors and wood roof trusses/rafters.

The exterior walls consist of wood siding, The exterior windows are wood and vinyl framed with single glass units. The exterior doors are wood doors. 

The interior partitions are painted gypsum wallboard. 

The interior floor finishes include hardwood, painted concrete floor and vinyl tiles floor finishes. The interior ceiling finish is painted  gypsum board. The interior doors are generally single wood doors set in matching wood frames.",C,1984,,Mostly pressure treated wood.,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1519072,49.2666031
516,RESI_2180_2096 SE Marine Drive,2096 SE Marine Drive,Phase 1,,,,,,,,,,4 - Minimal Investment,City Owned,2180,1926-01,1926,Pre-code,"$559,947","1,959",286,1,0,,,,,,Wood frame  plus basement,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.0646133,49.2088699
518,RESI_1375_2127 Cypress St,2127 Cypress St,Phase 1,,,,,,,,,,4 - Minimal Investment,City Owned,1375,1905-01,1905,Pre-code,"$543,083","1,900",286,2,1,The building was constructed circa 1905. The building was provided mainly with systems and components originating from the initial building construction.,"The two-storey building structure is constructed of stone masonry foundation walls on either spread or strip footings bearing on good native firm soil.

The two-storey building structural framing system is likely a wood framed structure, where wood framed stud walls support the suspended wood floors and wood roof trusses/rafters.

The exterior walls consist of cedar shingle siding, The exterior windows are wood framed with single glass units. The exterior doors are wood doors. 

The interior partitions are  likely mix of  plaster, metal lath and painted gypsum wall board affixed to wall studs.

The interior floor finishes include painted concrete floor, vinyl planks/tiles floor finishes. The interior ceiling finish is painted  gypsum board. The interior doors are generally single wood doors set in matching wood frames.",,1970,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.148302,49.26674025
519,RESI_1374_2133 Cypress St,2133 Cypress St,Phase 1,,,,,,,,,,4 - Minimal Investment,City Owned,1374,1905-01,1905,Pre-code,"$543,083","1,900",286,2,1,The building was constructed circa 1905. The building was provided mainly with systems and components originating from the initial building construction.,"The two-storey building structure is constructed of stone masonry foundation walls on either spread or strip footings bearing on good native firm soil.

The two-storey building structural framing system is likely a wood framed structure, where wood framed stud walls support the suspended wood floors and wood roof trusses/rafters.

The exterior walls consist of cedar shingle siding, The exterior windows are wood framed with single glass units. The exterior doors are wood doors. 

The interior partitions are  likely mix of  plaster, metal lath and painted gypsum wall board affixed to wall studs.

The interior floor finishes include sealed concrete floor, hardwood, carpet floor and vinyl sheet floor finishes. The interior ceiling finish is painted  gypsum board. The interior doors are generally single wood doors set in matching wood frames.",,1970,,Frame plus basement,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.148299,49.26665088
520,RESI_1186_2062 W 5th Av,2062 W 5th Av,Phase 1,,,,,,,,,,3 - Limited Investment,City Owned,1186,1911-01,1911,Pre-code,"$534,508","1,870",286,2,1,The building was constructed circa 1911. The building was provided mainly with systems and components originating from the initial building construction.,"The two-storey building structure is constructed of poured concrete foundation walls on either spread or strip footings bearing on good native firm soil.

The two-storey the building structural framing system is likely a wood framed structure, where wood framed stud walls support the suspended wood floors and wood roof trusses/rafters.

The exterior walls consist of wood siding, The exterior windows are wood framed with single glass units. The exterior doors are wood doors. 

The interior partitions are painted gypsum wallboard. 

The interior floor finishes include sealed concrete floor, carpet floor and vinyl sheet floor finishes. The interior ceiling finish is painted  gypsum board and adhered acoustic tiles. The interior doors are generally single wood doors set in matching wood frames.",C,,,Wood frame w/asphalt shingle roof,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1518977,49.26705371
521,RESI_1188_2050 W 5th Av,2050 W 5th Av,Phase 1,,,,,,,,,,3 - Limited Investment,City Owned,1188,1908-01,1908,Pre-code,"$512,499","1,793",286,2,1,The building was constructed circa 1911. The building was provided mainly with systems and components originating from the initial building construction.,"The two-storey building structure is constructed of poured concrete foundation walls on either spread or strip footings bearing on good native firm soil.

The two-storey building structural framing system is likely a wood framed structure, where wood framed stud walls support the suspended wood floors and wood roof trusses/rafters.

The exterior walls consist of wood siding, The exterior windows are wood framed with single glass units. The exterior doors are wood doors. 

The interior partitions are painted gypsum wallboard. 

The interior floor finishes include sealed concrete floor, carpet floor and vinyl sheet / planks floor finishes. The interior ceiling finish is painted  gypsum board. The interior doors are generally single wood doors set in matching wood frames.",C,,,Wood frame w/asphalt shingle roof,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1515999,49.26707626
523,RESI_1182_2088 W 5th Av,2088 W 5th Av,Phase 1,,,,,,,,,,4 - Minimal Investment,City Owned,1182,1910-01,1910,Pre-code,"$180,075",630,286,1,1,The building was constructed circa 1910. The building was provided mainly with systems and components originating from the initial building construction.,"The single-storey building structure is constructed of of stone masonry foundation walls on either spread or strip footings bearing on good native firm soil.

The single-storey the building structural framing system is likely a wood framed structure, where wood framed stud walls support the suspended wood floors and wood roof trusses/rafters.

The exterior walls consist of wood siding, The exterior windows are wood framed with single glass units. The exterior doors are wood doors. 

The interior partitions are painted gypsum wallboard. 

The interior floor finishes include sealed concrete floor, carpet floor and vinyl tile floor finishes. The interior ceiling finish is painted structure and gypsum board. The interior doors are generally single wood doors set in matching wood frames.",,2005,,Wood frame / asphalt shingle roof including basement,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,Unknown,,10,Pre-Screen Low,-123.1524122,49.26704746
528,COMM_7475_2780 E Broadway,2780 E Broadway,,,,,,,,,,,2 - Moderate Investment,City Owned,7475,1957-01,1957,1953,"$34,209,027","103,061",332,2,0,"The building is a concrete structure, approximately 102,000 sf, was constructed circa 1957. Drawings show an addition to the west side of the building was added in 1963.
The north side of the building is two-storey with two physical addresses 2780 E Broadway and 2772 E Broadway, with upper floor at street level, was completely renovated in 2020, occupied by 4 tenants (MCFD, WFC, PCR and WCCRC).
The south side of the building is one-storey with an entry driveway on Kaslo St, has 4 occupied units #2625, #2629, #2631, #2635 and one vacant unit #2633 which is currently under complete renovation.","The building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of concrete-framed construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of painted finish concrete and stucco on building elevations. The building windows are metal-framed double glass units on the original south elevation and vinyl-framed double glass units on the renovated north and east elevations. The exterior entrance doors are typically glass doors set in metal frames. The service doors are hollow metal doors in metal frames. The roof cover is a modified bituminous roof assembly. Overall, the building envelope components appear to be in good condition.

The interior finishes in the building include ceramic floor tiles, vinyl floor sheets, painted concrete floor, carpet flooring, painted wall assemblies, ceramic wall tiles, painted ceiling assemblies and suspended acoustic tile ceiling assemblies. The interior finishes appear to be in good to fair condition overall, with the exception of unit #2633 which is currently under complete renovation.",,,,"Concrete foundation, reinforced concrete columns frame, concrete & block walls w/built up roofing",,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,13%,High Occupancy,101-1000,,0.2,High,-123.0476777,49.26141321
610,FIRE_1779_2460 Balaclava St_Fire Hall #12,2460 Balaclava St,Phase 1,,,,,,,,,Fire Hall #12,2 - Moderate Investment,City Owned,1779,1986-01,1986,1985,"$3,785,497","8,050",470,2,0,"Fire Hall #12 is largely provided with systems and components originating from the initial building construction. Known renewals include:
- 2nd Level Woman's washroom Renovation circa 2015
- Low-slope and skylights roof replacement circa 2011","The exterior walls of the building are mainly clad with brick masonry with stucco detailing, and pre-finished metal fascia. The windows are typically original double pane insulated glass units with metal frames. Failed window seals were observed at the time of the assignment. Exterior access doors are of metal construction, some of which are also provided single glazed inserts. The roof consists of low-slope portions above the vehicle bays and hose tower, which are provided an inverted roof assembly. The office portion of the building is provided a sloped roof assembly covered with metal panel roofing. The interior finishes typically include ceramic tile flooring, vinyl tile flooring, resilient sheet membrane flooring, exposed concrete floors, painted wall finishes, tile wall finishes, and painted ceiling finishes.",,2018 - Woman's Washroom Reno,,"Reinforced concrete foundation, masonry walls/steel supports w/metal & built up roofing",,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,13%,Responder,11-100,,0.9,High,-123.173708,49.26478178
